"subject","activity","tBodyAcc-mean()-X.mean","tBodyAcc-mean()-X.std","tBodyAcc-mean()-Y.mean","tBodyAcc-mean()-Y.std","tBodyAcc-mean()-Z.mean","tBodyAcc-mean()-Z.std","tBodyAcc-std()-X.mean","tBodyAcc-std()-X.std","tBodyAcc-std()-Y.mean","tBodyAcc-std()-Y.std","tBodyAcc-std()-Z.mean","tBodyAcc-std()-Z.std","tGravityAcc-mean()-X.mean","tGravityAcc-mean()-X.std","tGravityAcc-mean()-Y.mean","tGravityAcc-mean()-Y.std","tGravityAcc-mean()-Z.mean","tGravityAcc-mean()-Z.std","tGravityAcc-std()-X.mean","tGravityAcc-std()-X.std","tGravityAcc-std()-Y.mean","tGravityAcc-std()-Y.std","tGravityAcc-std()-Z.mean","tGravityAcc-std()-Z.std","tBodyAccJerk-mean()-X.mean","tBodyAccJerk-mean()-X.std","tBodyAccJerk-mean()-Y.mean","tBodyAccJerk-mean()-Y.std","tBodyAccJerk-mean()-Z.mean","tBodyAccJerk-mean()-Z.std","tBodyAccJerk-std()-X.mean","tBodyAccJerk-std()-X.std","tBodyAccJerk-std()-Y.mean","tBodyAccJerk-std()-Y.std","tBodyAccJerk-std()-Z.mean","tBodyAccJerk-std()-Z.std","tBodyGyro-mean()-X.mean","tBodyGyro-mean()-X.std","tBodyGyro-mean()-Y.mean","tBodyGyro-mean()-Y.std","tBodyGyro-mean()-Z.mean","tBodyGyro-mean()-Z.std","tBodyGyro-std()-X.mean","tBodyGyro-std()-X.std","tBodyGyro-std()-Y.mean","tBodyGyro-std()-Y.std","tBodyGyro-std()-Z.mean","tBodyGyro-std()-Z.std","tBodyGyroJerk-mean()-X.mean","tBodyGyroJerk-mean()-X.std","tBodyGyroJerk-mean()-Y.mean","tBodyGyroJerk-mean()-Y.std","tBodyGyroJerk-mean()-Z.mean","tBodyGyroJerk-mean()-Z.std","tBodyGyroJerk-std()-X.mean","tBodyGyroJerk-std()-X.std","tBodyGyroJerk-std()-Y.mean","tBodyGyroJerk-std()-Y.std","tBodyGyroJerk-std()-Z.mean","tBodyGyroJerk-std()-Z.std","tBodyAccMag-mean().mean","tBodyAccMag-mean().std","tBodyAccMag-std().mean","tBodyAccMag-std().std","tGravityAccMag-mean().mean","tGravityAccMag-mean().std","tGravityAccMag-std().mean","tGravityAccMag-std().std","tBodyAccJerkMag-mean().mean","tBodyAccJerkMag-mean().std","tBodyAccJerkMag-std().mean","tBodyAccJerkMag-std().std","tBodyGyroMag-mean().mean","tBodyGyroMag-mean().std","tBodyGyroMag-std().mean","tBodyGyroMag-std().std","tBodyGyroJerkMag-mean().mean","tBodyGyroJerkMag-mean().std","tBodyGyroJerkMag-std().mean","tBodyGyroJerkMag-std().std","fBodyAcc-mean()-X.mean","fBodyAcc-mean()-X.std","fBodyAcc-mean()-Y.mean","fBodyAcc-mean()-Y.std","fBodyAcc-mean()-Z.mean","fBodyAcc-mean()-Z.std","fBodyAcc-std()-X.mean","fBodyAcc-std()-X.std","fBodyAcc-std()-Y.mean","fBodyAcc-std()-Y.std","fBodyAcc-std()-Z.mean","fBodyAcc-std()-Z.std","fBodyAccJerk-mean()-X.mean","fBodyAccJerk-mean()-X.std","fBodyAccJerk-mean()-Y.mean","fBodyAccJerk-mean()-Y.std","fBodyAccJerk-mean()-Z.mean","fBodyAccJerk-mean()-Z.std","fBodyAccJerk-std()-X.mean","fBodyAccJerk-std()-X.std","fBodyAccJerk-std()-Y.mean","fBodyAccJerk-std()-Y.std","fBodyAccJerk-std()-Z.mean","fBodyAccJerk-std()-Z.std","fBodyGyro-mean()-X.mean","fBodyGyro-mean()-X.std","fBodyGyro-mean()-Y.mean","fBodyGyro-mean()-Y.std","fBodyGyro-mean()-Z.mean","fBodyGyro-mean()-Z.std","fBodyGyro-std()-X.mean","fBodyGyro-std()-X.std","fBodyGyro-std()-Y.mean","fBodyGyro-std()-Y.std","fBodyGyro-std()-Z.mean","fBodyGyro-std()-Z.std","fBodyAccMag-mean().mean","fBodyAccMag-mean().std","fBodyAccMag-std().mean","fBodyAccMag-std().std","fBodyBodyAccJerkMag-mean().mean","fBodyBodyAccJerkMag-mean().std","fBodyBodyAccJerkMag-std().mean","fBodyBodyAccJerkMag-std().std","fBodyBodyGyroMag-mean().mean","fBodyBodyGyroMag-mean().std","fBodyBodyGyroMag-std().mean","fBodyBodyGyroMag-std().std","fBodyBodyGyroJerkMag-mean().mean","fBodyBodyGyroJerkMag-mean().std","fBodyBodyGyroJerkMag-std().mean","fBodyBodyGyroJerkMag-std().std","train"
27,"STANDING",0.279566922,0.013705931,-0.016593236, 0.011928078,-0.107835818, 0.028227314,-0.991951584, 0.012740826,-0.955171419, 0.068380412,-0.962408445, 0.055737604, 0.965351492, 0.004469053,-0.188504847, 0.013813166,-0.005574169, 0.019219105,-0.994012163, 0.020644985,-0.979641052, 0.037560194,-0.968169954, 0.055490734,0.074969981,0.005997684, 1.224333e-02, 2.462133e-02,-1.379503e-03, 2.464296e-02,-0.987628362, 0.014230689,-0.975829725, 0.028104924,-0.987354788, 0.009680496,-0.0267316539, 0.0111434725,-0.067507120, 0.036521228, 0.0716841463, 0.0565675705,-0.969902007, 0.040686406,-0.982498991, 0.017627851,-0.98128181, 0.02247197,-0.098760508, 0.009339166,-0.041747175, 0.010014036,-0.051403919, 0.012350242,-0.982642450, 0.022969526,-0.990798008, 0.009874038,-0.988970357, 0.011550539,-0.9727532874, 0.0447143648,-0.96636011, 0.05579303,-0.9727532874, 0.0447143648,-0.96636011, 0.05579303,-0.985347620, 0.015210556,-0.984159090, 0.022611778,-0.968702957, 0.041301405,-0.96569333, 0.04526217,-0.989532104, 0.012115191,-0.988819784, 0.015946365,-0.990121812, 0.013775804,-0.961356141, 0.051642101,-0.974146245, 0.030526252,-0.992875825, 0.012400300,-0.954381606, 0.071948682,-0.958924794, 0.062879725,-0.987771749, 0.014268569,-0.975868680, 0.027319161,-0.985111376, 0.011151685,-0.988606810, 0.012950875,-0.977605582, 0.027150436,-0.988208262, 0.008247586,-0.970149629, 0.038165038,-0.983731873, 0.017190300,-0.98086249, 0.02246120,-0.97022184, 0.04087866,-0.981857757, 0.017865620,-0.98310505, 0.02054290,-0.973186182, 0.038724738,-0.9675291051, 0.0551663025,-0.9841516460, 0.0207548696,-0.983022278, 0.024991112,-0.9755255656, 0.0310957840,-0.96540017, 0.04604808,-0.989418483, 0.013814520,-0.988579092, 0.017489369,1
28,"STANDING",0.277795069,0.009005009,-0.017263512, 0.019812658,-0.106579385, 0.027587384,-0.977748639, 0.021547972,-0.875689217, 0.132216351,-0.905123824, 0.084786354, 0.948514848, 0.005808884,-0.247656167, 0.017497899,-0.038583050, 0.049710948,-0.990059427, 0.014295005,-0.962801442, 0.046346030,-0.951782182, 0.043419017,0.075313160,0.009042337, 9.073632e-03, 5.745679e-02,-2.678101e-03, 4.255348e-02,-0.968604560, 0.031624732,-0.933768175, 0.060563544,-0.969765362, 0.024281392,-0.0253281544, 0.0299062721,-0.073900165, 0.040896884, 0.0865173111, 0.0242844212,-0.884032232, 0.101381859,-0.940006320, 0.039324211,-0.92549144, 0.07006831,-0.102248409, 0.043589667,-0.043136466, 0.023619787,-0.052589625, 0.023762567,-0.928343398, 0.062219986,-0.972977007, 0.022742870,-0.956497164, 0.040702620,-0.9254716516, 0.0718470126,-0.91765833, 0.07910523,-0.9254716516, 0.0718470126,-0.91765833, 0.07910523,-0.959551987, 0.037468016,-0.954068392, 0.044692345,-0.894242470, 0.084144952,-0.87691755, 0.10179010,-0.959681019, 0.034985346,-0.956266480, 0.036906744,-0.972519802, 0.026512783,-0.893430393, 0.103936230,-0.934503028, 0.053149435,-0.980267490, 0.019386488,-0.874469266, 0.137385825,-0.897600801, 0.093499338,-0.968513715, 0.031591124,-0.935168978, 0.059169549,-0.964751239, 0.028054264,-0.971672797, 0.028888911,-0.936991280, 0.058192212,-0.973572052, 0.020436637,-0.880426103, 0.102425424,-0.948160785, 0.036293690,-0.92665519, 0.06618118,-0.88670677, 0.10054460,-0.936101609, 0.041405092,-0.93203908, 0.06521911,-0.929146479, 0.065615971,-0.9238571582, 0.0740613114,-0.9527277652, 0.0451034032,-0.954963155, 0.044282640,-0.9096524363, 0.0735030097,-0.87845966, 0.10262092,-0.958758577, 0.034335020,-0.955983425, 0.037910337,1
29,"STANDING",0.277965066,0.004410443,-0.017260587, 0.007538058,-0.108659067, 0.010973794,-0.996068635, 0.005134516,-0.969295721, 0.027128740,-0.980207489, 0.016627177, 0.974508732, 0.002253134,-0.058487154, 0.059453011, 0.031614585, 0.034639048,-0.996764227, 0.008929381,-0.985134032, 0.022507637,-0.984464544, 0.020491111,0.075305253,0.004040169, 1.151050e-02, 1.473477e-02, 3.328950e-04, 1.366167e-02,-0.993652821, 0.006403662,-0.983338158, 0.010244656,-0.990593860, 0.004257323,-0.0276075573, 0.0054228837,-0.072106068, 0.020891378, 0.0827583768, 0.0122770845,-0.977994820, 0.023893035,-0.990364876, 0.008306178,-0.98336864, 0.01643113,-0.098870151, 0.012510578,-0.040511058, 0.004462050,-0.054492631, 0.007086564,-0.983293062, 0.014264085,-0.995533113, 0.004079019,-0.990685705, 0.007429585,-0.9847453189, 0.0161540884,-0.98174571, 0.02050414,-0.9847453189, 0.0161540884,-0.98174571, 0.02050414,-0.990785420, 0.005720588,-0.990495690, 0.007811493,-0.980657340, 0.018694886,-0.97535867, 0.02891360,-0.992144699, 0.006425526,-0.991453632, 0.009480063,-0.995024040, 0.005859956,-0.973345770, 0.020350511,-0.984096025, 0.009899910,-0.996604570, 0.004892244,-0.968278553, 0.028713569,-0.978802974, 0.018913420,-0.993736906, 0.006510386,-0.983194981, 0.009933908,-0.988541579, 0.005039994,-0.994123424, 0.005731118,-0.984782782, 0.010037252,-0.991316375, 0.003714818,-0.974485450, 0.025579538,-0.991586674, 0.007436281,-0.98365471, 0.01499264,-0.97916256, 0.02329742,-0.989643721, 0.008807420,-0.98471423, 0.01548317,-0.984548095, 0.013562359,-0.9822477160, 0.0208424766,-0.9897938926, 0.0075662306,-0.990327935, 0.008467343,-0.9808797229, 0.0207150810,-0.97593873, 0.02913567,-0.991672052, 0.008649110,-0.991516778, 0.010041447,1
30,"STANDING",0.277112699,0.003742253,-0.017016389, 0.024596835,-0.108756210, 0.038980127,-0.977559427, 0.025859549,-0.891654527, 0.078637569,-0.912850597, 0.103961795, 0.968556705, 0.005156696,-0.100296804, 0.082986016, 0.024304436, 0.064410129,-0.996420919, 0.003408159,-0.958145763, 0.044493734,-0.949207368, 0.067546147,0.075241447,0.014469015, 1.208604e-02, 3.450127e-02, 1.908415e-03, 4.475798e-02,-0.968430745, 0.042017458,-0.957318881, 0.034217090,-0.968897316, 0.048328796,-0.0276138535, 0.0211347413,-0.067033438, 0.044903467, 0.0802514754, 0.0418591693,-0.911408518, 0.071434210,-0.940705412, 0.067728017,-0.93083468, 0.05805212,-0.099716023, 0.038253719,-0.043775970, 0.024521916,-0.052030718, 0.027453584,-0.960119074, 0.032237047,-0.968135006, 0.063698267,-0.970845671, 0.026447134,-0.9305735749, 0.0645337507,-0.91657044, 0.07644204,-0.9305735749, 0.0645337507,-0.91657044, 0.07644204,-0.971225190, 0.027432931,-0.950762271, 0.073273702,-0.913890565, 0.064743904,-0.88724764, 0.09975224,-0.972995274, 0.028574462,-0.955995672, 0.082905545,-0.972014051, 0.032942169,-0.919475121, 0.054087251,-0.938089775, 0.070857002,-0.980426576, 0.022769399,-0.885572782, 0.085196067,-0.907286793, 0.112849595,-0.967857589, 0.043418156,-0.957434887, 0.032969476,-0.962892628, 0.058684340,-0.972216729, 0.036625801,-0.960442361, 0.033558836,-0.973954338, 0.036755770,-0.915742855, 0.063679776,-0.945628837, 0.076107658,-0.93779812, 0.05031153,-0.91171816, 0.07271063,-0.939469774, 0.062876133,-0.93517688, 0.05556947,-0.932047451, 0.065337233,-0.9217332331, 0.0716800183,-0.9533576159, 0.0673046893,-0.946639847, 0.080094606,-0.9174494173, 0.0840949468,-0.88887223, 0.09452324,-0.959242165, 0.083449056,-0.955008564, 0.076544156,1
 1,"WALKING",0.277330759,0.046391727,-0.017383819, 0.018186684,-0.111148104, 0.040836991,-0.283740259, 0.067978133, 0.114461337, 0.087178452,-0.260027902, 0.062030128, 0.935223201, 0.013413482,-0.282165021, 0.028964059,-0.068102864, 0.042237105,-0.976609643, 0.013092633,-0.971305961, 0.017857276,-0.947717226, 0.044649801,0.074041633,0.221131773, 2.827211e-02, 2.940654e-01,-4.168406e-03, 2.339617e-01,-0.113615602, 0.091756165, 0.067002501, 0.104032658,-0.502699789, 0.065466611,-0.0418309635, 0.1165125364,-0.069530046, 0.118088625, 0.0849448173, 0.0585558930,-0.473535486, 0.056790543,-0.054607769, 0.072080568,-0.34426663, 0.05234188,-0.089997542, 0.155820872,-0.039842871, 0.247081096,-0.046130930, 0.173943680,-0.207421855, 0.067270403,-0.304468511, 0.095379907,-0.404255453, 0.062535097,-0.1369711766, 0.0637848109,-0.21968865, 0.05603656,-0.1369711766, 0.0637848109,-0.21968865, 0.05603656,-0.141428809, 0.071781181,-0.074471750, 0.113768707,-0.160979553, 0.072970658,-0.18697836, 0.06536429,-0.298703679, 0.070821877,-0.325324879, 0.091757560,-0.202794306, 0.070349814, 0.089712726, 0.101767320,-0.331560118, 0.064097431,-0.319134720, 0.075946531, 0.056040007, 0.087048579,-0.279686751, 0.066682781,-0.170546965, 0.086562509,-0.035225524, 0.106194658,-0.468999225, 0.065311167,-0.133586606, 0.102406185, 0.106739857, 0.111077436,-0.534713440, 0.073030943,-0.339032197, 0.075438009,-0.103059416, 0.089038103,-0.25594094, 0.06958448,-0.51669194, 0.05524282,-0.033508160, 0.073445198,-0.43656223, 0.04906639,-0.128623451, 0.076685116,-0.3980325868, 0.0425928326,-0.0571194000, 0.1183259879,-0.103492403, 0.122148128,-0.1992525690, 0.0839506340,-0.32101795, 0.05035325,-0.319308594, 0.092577204,-0.381601912, 0.092272519,1
 2,"WALKING",0.276426586,0.051273791,-0.018594920, 0.018341325,-0.105500358, 0.022782930,-0.423642838, 0.052693091,-0.078091253, 0.087606594,-0.425257525, 0.043488243, 0.913017333, 0.009878239,-0.346607090, 0.006429203, 0.084727087, 0.062244063,-0.972693201, 0.013613960,-0.972116880, 0.018478121,-0.972072848, 0.013300333,0.061808070,0.211167985, 1.824927e-02, 2.757915e-01, 7.895337e-03, 1.857786e-01,-0.277530463, 0.090750155,-0.016602236, 0.161611614,-0.586090419, 0.048921007,-0.0530258157, 0.0954418168,-0.048238232, 0.100843601, 0.0828336633, 0.0377344347,-0.561550256, 0.049977671,-0.538453668, 0.046632942,-0.48108554, 0.05028999,-0.081883343, 0.131206961,-0.053829945, 0.105465726,-0.051493916, 0.130688189,-0.389549832, 0.126756247,-0.634140436, 0.109742576,-0.435492677, 0.125492029,-0.2904075937, 0.0499339525,-0.42254417, 0.05561980,-0.2904075937, 0.0499339525,-0.42254417, 0.05561980,-0.281424154, 0.077499602,-0.164150985, 0.120340514,-0.446549093, 0.056151091,-0.55301992, 0.05368680,-0.547911950, 0.097146606,-0.557798151, 0.133622199,-0.346048161, 0.055018036,-0.021904810, 0.113008258,-0.453806370, 0.045698734,-0.457651384, 0.056523418,-0.169219686, 0.075571464,-0.455222146, 0.047260293,-0.304615323, 0.076929905,-0.078764084, 0.143850138,-0.554956710, 0.051100852,-0.314313063, 0.104812974,-0.015332952, 0.181956139,-0.615898188, 0.055949620,-0.429713536, 0.083437136,-0.554772112, 0.061113738,-0.39665991, 0.06567496,-0.60405302, 0.04380373,-0.533046953, 0.048354037,-0.55985664, 0.04445201,-0.324289428, 0.081896839,-0.5771052117, 0.0388235894,-0.1690643528, 0.1174242539,-0.164091969, 0.135499129,-0.5307048147, 0.0738979416,-0.65179284, 0.03871189,-0.583249293, 0.109472777,-0.558104555, 0.156882751,0
 3,"WALKING",0.275567462,0.047463859,-0.017176784, 0.020418364,-0.112674860, 0.030734921,-0.360356726, 0.081848001,-0.069914065, 0.084080975,-0.387411994, 0.043321918, 0.936506743, 0.007100786,-0.261986358, 0.008896815,-0.138107866, 0.025253492,-0.977771591, 0.015552217,-0.962355639, 0.021924935,-0.952091795, 0.031523161,0.081474588,0.209512855, 1.005915e-02, 2.417645e-01,-5.622646e-03, 2.072715e-01,-0.268679644, 0.120821999,-0.044961959, 0.127589142,-0.529486116, 0.052680887,-0.0256405193, 0.0732529736,-0.077915094, 0.053115691, 0.0813485943, 0.0575993828,-0.571869560, 0.042488236,-0.563793260, 0.074875066,-0.47669641, 0.04440962,-0.095239817, 0.099416755,-0.038787465, 0.117312290,-0.050361610, 0.132980320,-0.385922986, 0.078317925,-0.639087984, 0.089862369,-0.536664080, 0.057545733,-0.2546903333, 0.0694663226,-0.32842894, 0.07077269,-0.2546903333, 0.0694663226,-0.32842894, 0.07077269,-0.280009317, 0.096175985,-0.139916355, 0.111629354,-0.466411754, 0.045165737,-0.56151068, 0.05232560,-0.566135218, 0.065064279,-0.567371561, 0.072978136,-0.316614012, 0.114024731,-0.081302435, 0.113707803,-0.412374074, 0.064226593,-0.379276781, 0.073345227,-0.124030832, 0.077429372,-0.422998474, 0.040318399,-0.304694443, 0.115884654,-0.140508590, 0.126885926,-0.514137255, 0.065556197,-0.296596633, 0.122459669,-0.005614988, 0.134569530,-0.543529108, 0.050671670,-0.437845764, 0.052941133,-0.561526265, 0.082479345,-0.41812622, 0.06638736,-0.61512137, 0.04478327,-0.568888673, 0.073304204,-0.54589639, 0.03968430,-0.290031535, 0.091553679,-0.4563730809, 0.0590118586,-0.1867645170, 0.1249049205,-0.089851990, 0.111353045,-0.5697557722, 0.0589967418,-0.63264329, 0.04421755,-0.607751646, 0.072237118,-0.549087008, 0.078887459,1
 4,"WALKING",0.278582015,0.029245529,-0.014839948, 0.020083081,-0.111403065, 0.027201961,-0.440829971, 0.045202704,-0.078826737, 0.103093269,-0.586252807, 0.048570108, 0.963999697, 0.004977373,-0.085854027, 0.027621109, 0.127764113, 0.019359792,-0.983826495, 0.007407384,-0.967963221, 0.024477563,-0.962968112, 0.023192664,0.078352908,0.126651951, 2.956024e-03, 1.908206e-01,-7.676793e-04, 1.270769e-01,-0.297042613, 0.063481591,-0.221165132, 0.107640795,-0.751391383, 0.047289104,-0.0317982558, 0.1303914559,-0.072690528, 0.051334169, 0.0805677161, 0.0396053632,-0.500916659, 0.124867884,-0.665394093, 0.022786253,-0.66260823, 0.04896108,-0.115321556, 0.187137284,-0.039347449, 0.104058294,-0.055116685, 0.085833906,-0.492341067, 0.065508929,-0.807419937, 0.025251167,-0.640454133, 0.053865616,-0.3120505742, 0.0497874993,-0.52767910, 0.04706070,-0.3120505742, 0.0497874993,-0.52767910, 0.04706070,-0.366700880, 0.050177030,-0.316918956, 0.063854985,-0.497792201, 0.081083036,-0.55311611, 0.19442992,-0.681304037, 0.028444329,-0.730146369, 0.037840523,-0.426719450, 0.046390033,-0.149399633, 0.092534550,-0.631005471, 0.040418671,-0.447234930, 0.054329305,-0.101799451, 0.110303952,-0.594198326, 0.053448193,-0.358883414, 0.067624506,-0.279553392, 0.095744004,-0.728991596, 0.044728275,-0.297326072, 0.079097252,-0.209900006, 0.124127720,-0.772359087, 0.051788236,-0.373384541, 0.118724587,-0.688460057, 0.031490561,-0.60138113, 0.06042734,-0.54264676, 0.12940043,-0.654657770, 0.023975831,-0.71645848, 0.04247768,-0.450804558, 0.051669882,-0.6511726282, 0.0441030157,-0.3185878110, 0.0654954019,-0.320458701, 0.088056771,-0.6092855880, 0.0972511970,-0.59393720, 0.21514759,-0.724327421, 0.038348372,-0.757768081, 0.040721422,0
 5,"WALKING",0.277842346,0.050786291,-0.017285032, 0.024301659,-0.107741776, 0.023681508,-0.294098534, 0.142228496, 0.076748403, 0.092610206,-0.457021436, 0.057093730, 0.972624960, 0.005145238,-0.100440285, 0.038334037, 0.002476236, 0.024672985,-0.979348381, 0.009654417,-0.961585475, 0.048463122,-0.964580804, 0.023623291,0.084588883,0.257387867,-1.631941e-02, 2.895130e-01, 8.321594e-05, 1.608715e-01,-0.302891025, 0.135157327,-0.091039743, 0.090131147,-0.612895319, 0.094683075,-0.0488919897, 0.1141503363,-0.069013525, 0.052179497, 0.0815435496, 0.0455824141,-0.490877498, 0.069038621,-0.504622030, 0.063931157,-0.31870062, 0.06801915,-0.088840836, 0.152498348,-0.044955953, 0.113054202,-0.048267960, 0.127459765,-0.357681403, 0.096812619,-0.571438124, 0.080370751,-0.157682544, 0.100682575,-0.1583386744, 0.1137381013,-0.37717873, 0.07962710,-0.1583386744, 0.1137381013,-0.37717873, 0.07962710,-0.288333024, 0.101371674,-0.282242277, 0.082184565,-0.355933084, 0.073497029,-0.49217682, 0.06196154,-0.444532485, 0.072603828,-0.489199746, 0.081126369,-0.287782607, 0.134142919, 0.009460378, 0.089646948,-0.490251091, 0.089771200,-0.297517355, 0.150153272, 0.042602683, 0.097916774,-0.483059957, 0.046515309,-0.344954806, 0.120428229,-0.181055554, 0.078329491,-0.590496616, 0.100369427,-0.321390320, 0.143930262,-0.054521360, 0.113243087,-0.633429996, 0.092194420,-0.372668750, 0.102723956,-0.513951718, 0.064876348,-0.21312703, 0.08196377,-0.52939279, 0.06479354,-0.502683381, 0.065231814,-0.42036708, 0.06588494,-0.304992489, 0.108721101,-0.5196369261, 0.0555453935,-0.2694816611, 0.0987642079,-0.305685376, 0.084789193,-0.4842628289, 0.0607286810,-0.58974151, 0.06751031,-0.548053575, 0.069139789,-0.455665301, 0.096957810,1
 6,"WALKING",0.283658868,0.056855135,-0.016895419, 0.024445225,-0.110303166, 0.023941910,-0.296538717, 0.065904913, 0.164213885, 0.109671993,-0.504324207, 0.098052905, 0.958067455, 0.008161410,-0.214694852, 0.020822147, 0.033188883, 0.015944550,-0.977779896, 0.011140399,-0.964248568, 0.032047442,-0.957205026, 0.028495792,0.069958588,0.245217382,-1.648317e-02, 3.364280e-01,-7.389312e-03, 1.380091e-01,-0.132784767, 0.105856317, 0.008088974, 0.130803823,-0.575777466, 0.187145478,-0.0255096186, 0.1153092665,-0.074446247, 0.065264997, 0.0838808799, 0.0359924568,-0.446020953, 0.098918270,-0.331702268, 0.094109422,-0.38313933, 0.10907108,-0.087889109, 0.177450966,-0.036230897, 0.187831856,-0.053959728, 0.186223075,-0.182600934, 0.215179922,-0.416390246, 0.170349207,-0.166684422, 0.212738283,-0.1668407136, 0.0638785415,-0.26673417, 0.08157557,-0.1668407136, 0.0638785415,-0.26673417, 0.08157557,-0.195117026, 0.092890044,-0.070602965, 0.115451774,-0.281207841, 0.085672364,-0.36560292, 0.12807257,-0.321290483, 0.170157777,-0.364708342, 0.194482933,-0.187934323, 0.092982730, 0.140781622, 0.135715267,-0.498520164, 0.141487848,-0.345227690, 0.063579519, 0.101699642, 0.101122912,-0.550474622, 0.067521175,-0.150942918, 0.106662002,-0.075374232, 0.128110048,-0.541438616, 0.193864581,-0.192694694, 0.105274373, 0.031445068, 0.138876787,-0.608624354, 0.182836366,-0.239650711, 0.175392324,-0.341378429, 0.122803588,-0.20357546, 0.15544884,-0.51532385, 0.08650965,-0.332008707, 0.083700495,-0.51220923, 0.08289049,-0.201386608, 0.100720109,-0.4216830935, 0.0711911781,-0.0554014233, 0.1368347117,-0.096499970, 0.103573657,-0.3296811234, 0.1612765762,-0.51064832, 0.09148542,-0.366500534, 0.191669290,-0.408078906, 0.188655807,1
 7,"WALKING",0.275592962,0.052662988,-0.018653665, 0.017577628,-0.110912235, 0.035300602,-0.327243241, 0.096055792,-0.077261856, 0.207177245, 0.159631283, 0.130959778, 0.932566472, 0.033316906,-0.159097004, 0.026103205,-0.160846924, 0.165508819,-0.979851271, 0.009159603,-0.969404155, 0.023149893,-0.952159771, 0.026514334,0.090146265,0.208945402, 1.843227e-02, 2.062655e-01,-2.103986e-02, 3.225770e-01,-0.346026226, 0.112020600,-0.054744895, 0.208068711,-0.149488514, 0.122168254, 0.0022883521, 0.1164907927,-0.083711372, 0.056341121, 0.0641104602, 0.0949142575,-0.503313517, 0.103208518,-0.231098305, 0.127991903,-0.39601354, 0.06186194,-0.123654200, 0.117671716,-0.044776603, 0.171734592,-0.049571309, 0.145512563,-0.211667297, 0.187063808,-0.174136411, 0.153551587,-0.458302971, 0.147777041,-0.0978090439, 0.0985087783,-0.19855471, 0.09464698,-0.0978090439, 0.0985087783,-0.19855471, 0.09464698,-0.192948900, 0.119136626,-0.027557329, 0.145339262,-0.305959351, 0.110212209,-0.19828317, 0.14270886,-0.300022780, 0.131227314,-0.095340116, 0.190759029,-0.343048406, 0.089005346,-0.064156420, 0.193099264, 0.038583225, 0.119393945,-0.322034908, 0.105603718,-0.143721823, 0.205543014, 0.133316828, 0.135434155,-0.383715798, 0.109225849,-0.123192887, 0.190292718,-0.106490373, 0.134165697,-0.365314791, 0.112002190,-0.043191746, 0.219786503,-0.190751539, 0.123852885,-0.318395105, 0.127912746,-0.151966687, 0.150380607,-0.36673362, 0.10638767,-0.56361526, 0.09838856,-0.290859379, 0.117381192,-0.46327002, 0.05809607,-0.151243650, 0.123132075,-0.3517067805, 0.0679358821,-0.0384187299, 0.1396855894,-0.022138358, 0.166861852,-0.1929097655, 0.1506886294,-0.34389491, 0.11468843,-0.155339856, 0.168025379,-0.084166377, 0.209951016,1
 8,"WALKING",0.274686310,0.051134616,-0.018662887, 0.037036967,-0.107252091, 0.035435641,-0.173605736, 0.089314961, 0.380782053, 0.104264548,-0.142088532, 0.250928989, 0.913586348, 0.037359397,-0.217102195, 0.056167587,-0.186267837, 0.167877913,-0.974752050, 0.014149660,-0.956781506, 0.039649254,-0.956640105, 0.029674246,0.070339349,0.236762505,-6.039475e-03, 3.458601e-01,-6.737989e-04, 2.581507e-01,-0.258688628, 0.074643107, 0.233987544, 0.105293686,-0.383200596, 0.210737379, 0.0235088228, 0.1440599424,-0.095791791, 0.079339174, 0.0509657915, 0.1339064168,-0.199209718, 0.132851042,-0.211997277, 0.053529818,-0.07544478, 0.24584418,-0.135886431, 0.308723145,-0.031488091, 0.190124998,-0.052268397, 0.241513991,-0.246082750, 0.135511848,-0.428055700, 0.075206124,-0.388446972, 0.091103104, 0.0516786278, 0.1243747866,-0.18040728, 0.07733747, 0.0516786278, 0.1243747866,-0.18040728, 0.07733747,-0.066832243, 0.115059407,-0.184571054, 0.084919094,-0.003102438, 0.064942569,-0.23874670, 0.09667320,-0.339129270, 0.053252390,-0.502957255, 0.062152348,-0.247389012, 0.055046201, 0.316982393, 0.115084688,-0.238634595, 0.190656900,-0.148386859, 0.117333254, 0.324844931, 0.113523314,-0.158437342, 0.266396837,-0.311198711, 0.062960668, 0.079683287, 0.119941344,-0.361563262, 0.194329296,-0.271448185, 0.098929396, 0.315883536, 0.111744288,-0.404482509, 0.230932544,-0.102063054, 0.168358816,-0.259729692, 0.078654683,-0.13290220, 0.22533604,-0.23425201, 0.12904687,-0.190805721, 0.055683375,-0.14297423, 0.23406322,-0.095217283, 0.078057227,-0.3608189785, 0.0728082642,-0.1238344098, 0.0944906570,-0.276436130, 0.093059803,-0.3012418486, 0.0885582644,-0.32745958, 0.09527587,-0.473026231, 0.064840256,-0.581240191, 0.060148337,1
